Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
65160,0,0.510344068,48y,0,0.483667144,8387.0,12,0,2,0,6.0
83742,0,5423.0,44y,1,0.226618511,18550.0,9,0,3,0,0.0
91250,0,0.9999999,33y,0,0.7361516029999999,1371.0,3,0,1,0,3.0
59054,0,0.136569238,61y,0,2.1005996,1500.0,16,0,2,0,0.0
118107,0,0.09466071,63y,0,0.085835394,11323.0,3,0,1,0,2.0
149595,0,0.02489917,50y,0,0.4005999,6000.0,12,0,0,1,0.0
3978,0,0.08299726,45y,0,0.413998807,5028.0,18,0,1,0,1.0
28142,0,0.0,50y,0,0.439755691,1800.0,10,0,1,0,0.0
133827,0,0.0,45y,0,0.0,8198.0,3,0,0,0,0.0
133660,0,0.06528359,43y,0,0.333238109,7000.0,7,0,1,0,3.0
94529,0,0.180890955,64y,0,0.420791133,5232.0,7,0,1,0,0.0
95775,0,0.430673997,58y,0,0.363254477,4522.0,3,0,1,0,0.0
9046,0,0.133648027,59y,2,2029.0,,23,0,2,0,0.0
141924,1,0.9999999,46y,4,0.434470767,4600.0,7,2,1,1,2.0
127187,0,0.060725857,66y,1,0.255728689,12000.0,23,0,3,0,0.0
49226,1,0.9999999,34y,1,0.683804627,2333.0,4,2,1,2,2.0
124509,0,0.094965992,79y,0,0.298528782,7000.0,7,0,2,0,1.0
51996,0,0.2222777719999999,42y,0,2.337588652,704.0,4,0,1,0,4.0
23850,0,0.0,67y,0,35.0,,2,0,0,0,0.0
92095,0,0.491950517,35y,0,0.7034804590000001,5142.0,10,0,2,0,0.0
127091,0,0.009277262,33y,0,0.440275539,6822.0,10,0,1,0,1.0
131436,0,0.0,62y,0,374.0,,4,0,0,0,0.0
147342,0,0.017337784,49y,0,2566.0,,13,0,1,0,0.0
120456,0,0.079182646,39y,0,0.340131974,5000.0,27,0,2,0,1.0
27286,0,0.529821204,36y,0,0.539275651,14550.0,11,0,7,0,2.0
85954,0,0.025677312,39y,0,0.102538071,3939.0,8,0,0,0,2.0
29366,0,0.243111676,42y,0,0.55601907,3355.0,6,0,1,0,0.0
74761,0,0.362660663,87y,0,2453.0,,7,5,0,0,1.0
141666,0,0.099189718,74y,0,1.336171788,2700.0,10,0,2,0,0.0
21123,0,0.007665495,57y,0,0.311327311,12950.0,13,0,1,0,0.0
5657,0,0.240376763,68y,0,0.342531494,5000.0,10,0,1,0,0.0
775,0,0.0591838009999999,26y,0,0.067061144,1520.0,7,0,0,0,0.0
45503,0,0.348601428,46y,0,0.6471070320000001,6100.0,11,0,1,0,1.0
54858,0,0.0,42y,0,42.5,1.0,6,0,0,0,2.0
55237,0,0.037281612,64y,0,0.017386091,1667.0,4,0,0,0,0.0
58613,0,0.147188679,50y,0,0.197206571,12600.0,7,0,1,0,3.0
123315,0,0.013564038,30y,0,0.054545455,2694.0,4,0,0,0,0.0
120450,0,0.0,22y,0,0.0,820.0,1,0,0,0,0.0
138001,0,0.006421362,61y,0,2571.0,,27,0,1,0,0.0
94222,0,0.002999909,67y,0,0.121430286,8333.0,7,0,1,0,0.0
55234,0,0.003696653,57y,0,0.055313265,9400.0,21,0,0,0,0.0
26065,0,0.348448647,55y,0,0.538692262,5000.0,11,0,1,0,0.0
49342,1,0.9999999,26y,1,436.0,,4,1,0,0,0.0
114314,0,0.134107972,45y,0,0.119452728,5700.0,4,0,0,0,2.0
78240,0,0.002513335,72y,0,0.0077586209999999,2319.0,20,0,0,0,0.0
86716,0,0.26454556,42y,0,0.312364966,12033.0,11,0,2,0,2.0
113204,0,0.188963517,57y,0,0.264331596,8250.0,6,0,1,0,4.0
106440,1,1.055973636,69y,2,0.173860034,4100.0,12,1,0,0,0.0
61243,0,0.457941871,69y,0,0.458663937,3906.0,8,0,0,0,1.0
90154,0,0.008124746,33y,0,16.0,0.0,14,0,0,0,2.0
8299,0,0.033816645,41y,0,0.251272016,2554.0,3,0,0,0,0.0
39103,0,0.043449657,69y,0,0.151957849,8350.0,14,0,1,0,0.0
61222,0,0.903760492,61y,0,0.3082110269999999,10083.0,8,0,1,0,2.0
80794,0,0.010413051,74y,0,0.0434968929999999,9333.0,7,0,1,0,1.0
52653,0,0.108583642,56y,0,0.322735453,5000.0,10,0,1,0,2.0
37709,0,0.375046417,42y,2,0.428960964,6967.0,12,0,1,0,2.0
63243,0,0.0,35y,0,0.191978961,6083.0,6,0,2,0,0.0
126252,0,0.064863404,79y,0,0.0138278839999999,6146.0,4,0,0,0,0.0
14015,0,0.9999999,35y,0,0.194961008,3333.0,2,0,1,0,0.0
127526,0,0.069572353,39y,0,0.358752701,3238.0,9,0,2,0,1.0
14716,0,0.06341549,73y,0,0.094226443,4000.0,5,0,0,0,1.0
119299,0,0.264136793,48y,0,0.470965966,10900.0,8,0,3,0,1.0
127015,0,0.016422753,55y,0,2076.0,,10,0,2,0,0.0
114198,0,0.429739965,56y,0,0.5280871070000001,8081.0,17,0,3,0,0.0
74120,0,0.188580506,54y,0,1383.0,,8,0,1,0,0.0
11680,0,0.014787177,76y,0,32.0,,5,0,0,0,0.0
140363,0,0.083585975,49y,0,4118.0,,9,0,1,0,3.0
74519,0,0.922164601,74y,0,3151.0,,9,0,0,0,0.0
100575,0,0.592216367,51y,0,0.294595832,8733.0,18,0,2,0,0.0
147656,0,0.050822123,45y,2,0.367482973,6900.0,10,0,1,0,3.0
19821,0,0.382330015,51y,0,0.6538581689999999,3200.0,7,0,1,0,0.0
135674,0,0.026085875,47y,0,0.361021381,6500.0,15,0,2,0,2.0
55624,0,0.0,57y,0,0.17812269,10823.0,7,0,1,0,2.0
12694,0,0.288388501,68y,0,0.530167026,8800.0,19,0,3,0,0.0
71489,0,0.007927181,65y,0,0.002499375,4000.0,9,0,0,0,1.0
132617,0,0.9999999,23y,0,0.208657048,900.0,2,0,0,0,0.0
137106,0,0.025732466,30y,2,371.0,,5,0,0,0,
135291,0,0.0,30y,1,0.678464307,5000.0,13,0,2,0,0.0
24775,0,0.9999999,56y,0,0.343131374,1666.0,1,0,0,0,0.0
95412,0,0.260265229,47y,0,0.202159568,5000.0,10,1,0,0,0.0
18937,0,0.995218431,38y,0,0.203378145,2900.0,8,0,0,0,0.0
148155,0,0.9999999,42y,0,0.223709553,10383.0,2,0,1,0,0.0
2456,0,0.265081365,32y,0,0.207063377,6200.0,6,0,0,0,3.0
22216,0,0.005819333,61y,0,0.764308923,4000.0,16,0,2,0,1.0
45276,0,0.041842935,77y,0,784.0,,6,0,1,0,0.0
66359,0,0.094078118,48y,0,0.121444088,9666.0,11,0,0,0,1.0
58290,1,0.8489852309999999,43y,0,0.396455083,6600.0,7,0,0,0,2.0
84949,0,0.049011809,49y,0,1.015912481,4021.0,16,0,2,0,2.0
76271,0,0.425861031,38y,0,0.236271343,2166.0,4,0,0,1,0.0
23688,0,0.107119048,55y,0,0.758936231,3496.0,4,0,1,0,0.0
100061,0,0.00069897,71y,0,0.223271046,5190.0,6,0,1,0,0.0
98934,0,0.090558393,44y,0,0.4475920679999999,6000.0,9,0,2,0,3.0
15657,0,0.019221795,69y,0,2919.0,,11,0,3,0,0.0
122644,0,0.0,67y,0,0.010143457,6900.0,7,0,0,0,0.0
144695,0,0.037590773,62y,0,612.0,,4,0,1,0,
44329,0,0.418223111,43y,3,2.0074668140000003,3615.0,13,0,2,3,1.0
97367,0,0.9999999,30y,0,0.0,2900.0,0,1,0,0,3.0
101943,0,0.129830992,64y,0,0.170110652,7500.0,14,0,2,0,1.0
87889,0,0.584290393,61y,3,0.939062128,4200.0,19,1,3,0,0.0
61141,0,0.346904252,61y,0,0.5101814139999999,2700.0,6,0,0,0,0.0
68124,0,0.9999999,51y,1,0.443901872,8600.0,4,0,2,0,0.0
52969,0,0.032295344,77y,0,0.15337309,5365.0,15,0,1,0,1.0
64519,0,0.283207538,27y,0,0.189111748,5583.0,13,0,2,0,0.0
104398,0,0.235685399,45y,0,0.499924254,6600.0,10,0,2,0,0.0
11500,0,0.0058441,65y,0,0.002380386,4200.0,6,0,0,0,0.0
33528,0,0.006887638,50y,0,0.272545472,10500.0,9,0,1,0,2.0
39120,0,1.481037924,46y,0,163.0,,1,3,0,0,0.0
36790,0,0.044306154,32y,0,1.85313569,4384.0,12,0,3,0,2.0
17881,0,0.616216957,46y,1,0.510972601,7700.0,8,1,1,0,3.0
136407,0,0.063857782,37y,0,0.221921166,15500.0,9,0,1,0,5.0
129228,0,0.000378364,59y,0,0.11299548,25000.0,16,0,2,0,0.0
108177,0,0.807089533,57y,0,0.366011905,16799.0,25,0,2,0,2.0
65755,0,0.054248249,56y,0,1114.0,,10,0,2,0,0.0
43298,0,0.0060624619999999,49y,0,8717.0,,13,0,0,0,0.0
48298,0,0.064902561,53y,0,2483.0,,8,0,1,0,0.0
45096,0,0.010155747,73y,0,15.0,,6,0,0,0,0.0
25001,0,0.000707056,89y,0,0.00020404,4900.0,4,0,0,0,1.0
90584,0,0.391325817,37y,0,1032.0,,16,0,0,0,0.0
55646,0,0.921078921,25y,0,0.010461062,2580.0,1,0,0,0,0.0
141407,0,0.068978045,53y,0,0.373290137,8333.0,7,0,2,0,1.0
128267,0,0.046465118,41y,0,0.422430971,14051.0,9,0,3,0,0.0
143292,0,0.158945959,41y,0,0.6074696270000001,6666.0,8,0,1,0,0.0
72163,0,0.171233151,53y,0,135.0,,2,0,0,0,
121520,0,0.9999999,36y,0,0.544264679,5500.0,8,0,2,0,0.0
143211,0,0.4247396479999999,34y,0,0.217700082,3660.0,8,0,0,0,2.0
47229,0,1.137772446,33y,3,1.446327684,2300.0,9,1,1,1,2.0
34073,0,0.227638914,61y,0,1907.0,,14,0,2,0,1.0
7159,0,0.046945227,66y,0,0.011999262,5416.0,3,0,0,0,0.0
117689,0,0.31308033,40y,0,0.509691711,5416.0,9,0,1,0,2.0
19230,0,0.9999999,34y,0,853.0,,3,0,1,0,2.0
74526,0,0.501703633,58y,1,0.381217225,12585.0,12,0,2,0,0.0
16940,0,0.088747359,47y,0,0.072473554,8885.0,9,0,0,0,1.0
86714,0,0.213138222,53y,0,525.0,,12,0,1,1,0.0
74298,0,0.018553494,32y,2,0.2080905039999999,5833.0,6,0,1,0,0.0
103520,0,0.439675459,79y,0,0.200873223,31377.0,15,0,2,0,0.0
88614,0,0.017257755,54y,0,0.021148036,1323.0,4,0,0,0,0.0
57527,0,0.335952351,41y,1,2986.0,,7,0,1,0,0.0
28859,0,0.112919299,61y,0,0.814296426,4000.0,25,0,2,0,1.0
56767,0,0.394956675,48y,0,0.5558693929999999,8850.0,15,0,1,0,2.0
62368,0,0.010307296,81y,0,218.0,,2,0,0,0,0.0
78718,0,0.014483816,60y,0,0.4864316039999999,5416.0,21,0,1,0,1.0
67366,0,0.013566873,43y,0,1899.0,,13,0,1,0,1.0
7740,0,0.022209741,47y,0,0.1690247839999999,10530.0,6,0,1,0,0.0
58410,0,0.984431983,34y,0,0.197236866,5500.0,5,0,1,0,0.0
88306,0,0.861428505,50y,0,0.515014224,9490.0,13,0,1,0,2.0
96520,0,0.395860414,46y,0,0.506828528,3953.0,9,0,2,0,1.0
147179,0,0.012434279,56y,0,1884.0,,16,0,2,0,1.0
105585,0,0.0003625509999999,58y,6,2592.0,,10,0,2,2,0.0
40201,0,0.0,22y,0,0.0,2713.0,2,0,0,0,0.0
44567,0,0.037723618,52y,0,544.0,,11,0,1,0,
49911,0,1.006965277,37y,0,0.8152901790000001,3583.0,13,0,3,0,0.0
34826,0,0.034300053,64y,0,0.3050465519999999,16862.0,14,0,2,0,0.0
47440,0,0.252445838,59y,0,1159.0,,10,0,1,0,0.0
48707,0,0.559891988,31y,0,0.4459824979999999,6284.0,10,0,2,0,2.0
14531,0,0.056749408,63y,0,0.247986331,4096.0,9,0,1,0,0.0
100474,0,0.9999999,24y,0,0.009993338,1500.0,1,0,0,0,0.0
19270,0,0.0421836229999999,43y,0,0.257597847,8916.0,7,0,2,0,3.0
58076,0,0.218669533,30y,0,0.815370197,3200.0,6,0,1,0,0.0
1920,0,0.484136932,46y,0,0.144113613,12392.0,7,0,1,0,0.0
56150,0,0.9999999,63y,0,0.040662149,9000.0,5,0,0,0,0.0
143719,0,0.842223567,38y,0,0.324072382,5470.0,13,0,0,0,1.0
58177,0,0.650011904,41y,0,0.337192779,19000.0,9,0,2,0,0.0
64979,0,0.9999999,82y,0,0.053189362,5000.0,1,0,1,0,0.0
123372,0,0.017178998,89y,0,0.011242973,1600.0,8,0,0,0,0.0
118627,0,0.014697,43y,0,0.5185859110000001,3846.0,4,0,1,0,2.0
33802,0,0.042669043,40y,0,0.369005153,5045.0,8,0,1,0,1.0
68096,0,0.337232367,32y,2,0.42787064,22015.0,20,0,3,0,1.0
81981,0,0.348552885,32y,0,0.796050987,4000.0,9,0,2,0,0.0
75631,0,0.379603399,49y,0,0.3990147779999999,3450.0,6,0,2,0,2.0
73220,0,0.25274945,66y,0,0.517186251,1250.0,3,0,0,0,0.0
92826,0,0.9620038,46y,0,0.3853735179999999,7000.0,13,0,1,0,4.0
50766,0,0.66741833,63y,0,7020.0,,10,0,1,0,0.0
83891,1,0.907979127,73y,0,0.740428891,7600.0,9,0,2,0,2.0
121184,0,0.0,85y,0,0.0,2485.0,3,0,0,0,0.0
5445,0,0.761243753,36y,0,0.0894850859999999,6000.0,6,0,0,0,1.0
45347,0,0.516644474,53y,0,0.6993915470000001,6080.0,16,0,1,2,0.0
140178,0,0.030285653,53y,0,0.2348113919999999,14500.0,13,0,2,0,5.0
967,1,1.004421666,48y,3,0.605098725,4000.0,10,0,2,0,1.0
132998,0,0.893401015,44y,0,1.980707395,932.0,9,0,2,0,0.0
119979,0,0.384442142,43y,0,0.182012848,1400.0,6,0,0,0,1.0
37367,0,0.410198251,38y,0,1.327251553,2575.0,24,0,3,0,0.0
71279,1,0.26335175,74y,0,0.780474502,3666.0,11,0,1,0,0.0
132100,1,0.078122966,46y,1,0.1596134619999999,3000.0,7,0,0,0,0.0
82706,0,0.378818291,54y,1,1.245308835,5115.0,13,0,2,0,0.0
136249,0,0.0928404759999999,40y,0,157.0,,9,0,0,0,
126857,0,0.378547621,72y,0,0.022395521,5000.0,3,0,0,0,0.0
39355,0,0.030544066,81y,0,0.008643042,2313.0,2,0,0,0,0.0
80317,0,0.9999999,46y,0,2.0,,1,0,0,0,0.0
38190,0,0.6254778360000001,75y,1,0.395636951,3712.0,12,0,1,1,0.0
106240,0,0.0,49y,0,909.0,,5,0,1,0,3.0
26392,0,0.118494075,48y,0,5802.0,,5,0,2,0,0.0
108934,0,0.016066399,55y,0,0.178289102,7083.0,8,0,1,0,1.0
53583,0,0.529572451,43y,0,0.056702489,7071.0,13,0,0,0,0.0
82229,0,0.3217211789999999,38y,0,0.47414913,3848.0,9,0,0,0,2.0
53750,1,0.9999999,28y,2,0.186504217,3200.0,5,1,0,1,0.0
30448,0,0.9999999,48y,1,0.203686348,3200.0,2,3,0,1,3.0
29598,0,0.032242372,56y,0,0.135755914,8750.0,8,0,1,0,3.0
21792,0,0.457301708,34y,0,0.08852153,7500.0,4,0,0,0,0.0
90390,0,0.111324779,80y,0,0.109896603,3384.0,7,0,0,0,0.0
107210,0,0.0,63y,0,0.0,,7,0,0,0,0.0
1151,0,0.601758577,36y,0,2162.0,,10,0,1,0,2.0
101619,0,0.126869936,58y,0,0.417824466,2950.0,13,0,1,0,2.0
60355,0,0.651976374,32y,0,0.018574514,2314.0,3,0,0,0,0.0
130160,0,0.104639134,47y,0,0.033419023,3500.0,3,0,0,0,0.0
142502,0,0.0,48y,0,0.0,,6,0,0,0,0.0
137722,0,0.169149011,29y,0,0.150663679,5800.0,6,0,0,0,0.0
84659,0,0.1241459759999999,63y,0,0.010166359,2163.0,4,0,0,0,0.0
51861,0,0.164396347,42y,0,0.829037149,5275.0,8,0,2,0,0.0
137391,0,0.0015569829999999,65y,0,1.0,,3,0,0,0,
91850,0,1.133201915,54y,3,0.0589451909999999,2900.0,3,1,0,1,0.0
134539,0,0.0264714089999999,29y,0,0.3769135289999999,4833.0,8,0,1,0,1.0
113790,0,0.895389743,50y,1,866.0,,5,0,0,0,3.0
133201,0,0.100485881,70y,0,404.0,,4,0,0,0,0.0
94862,1,0.839403848,47y,0,0.8517608520000001,2441.0,15,0,1,0,3.0
25031,0,1.039083803,47y,0,0.229881714,10313.0,4,0,1,0,1.0
28244,0,0.104191255,73y,0,535.0,,11,0,0,0,0.0
90057,0,0.0,57y,1,44.0,,5,0,0,0,
94682,0,0.810437912,41y,0,0.46703678,4322.0,4,0,1,0,0.0
71850,0,0.1160749069999999,71y,0,132.0,,5,0,0,0,0.0
90558,0,0.202838582,59y,0,0.5348169420000001,2785.0,14,0,0,0,0.0
49810,1,1.1745503000000002,34y,2,0.190904548,2000.0,3,1,0,0,0.0
78146,0,0.747962337,39y,1,0.278188765,12300.0,18,0,3,0,1.0
52558,0,0.0,82y,0,0.000119976,8334.0,2,0,0,0,1.0
146022,0,0.9999999,61y,1,0.0,3888.0,0,0,0,0,2.0
104170,0,0.0851868869999999,44y,0,0.090791808,6200.0,7,0,0,0,2.0
33257,0,0.355141781,58y,0,1265.0,,9,0,1,0,0.0
109401,0,0.001569182,79y,0,0.199380165,5807.0,5,0,1,0,0.0
35122,0,0.932465743,52y,0,0.4234209439999999,21800.0,13,0,2,0,1.0
116307,0,0.06489667,39y,0,0.252955708,11333.0,5,0,2,0,4.0
112902,0,0.278899751,41y,0,0.392525589,4200.0,6,0,1,0,3.0
117809,0,0.081986307,81y,0,0.017196561,5000.0,7,0,0,0,0.0
73827,0,0.0449762509999999,49y,0,2686.0,,5,0,1,0,0.0
91153,0,0.400173322,56y,0,0.069949199,2558.0,4,0,0,0,0.0
46306,0,0.3603055879999999,59y,0,0.081274104,7000.0,6,0,0,0,0.0
115779,0,0.052299128,48y,0,0.501319894,4166.0,3,0,1,0,1.0
78961,0,0.026580625,59y,0,0.312337532,5000.0,11,0,2,0,0.0
83578,0,0.003264992,63y,0,0.21397147,7500.0,11,0,2,0,1.0
3606,0,0.9999999,87y,0,0.0114231319999999,2100.0,5,0,0,0,0.0
32667,1,0.9999999,49y,1,0.278026035,5146.0,3,5,2,1,4.0
54830,0,0.062641944,33y,0,0.521319639,3212.0,4,0,1,0,0.0
129290,0,0.018384262,29y,0,1304.0,,6,0,2,0,0.0
146718,0,0.007269033,49y,0,0.264047317,7100.0,17,0,2,0,0.0
4420,0,0.363617937,56y,0,0.311321737,9600.0,9,0,1,0,1.0
60308,1,0.508245877,38y,2,0.017549123,6666.0,6,0,0,0,1.0
98794,0,0.02588362,47y,0,0.215488215,9800.0,6,0,2,0,3.0
66991,0,0.9999999,46y,0,0.25678066,3391.0,7,0,1,0,3.0
140780,0,0.4818399339999999,63y,0,1705.0,,7,0,1,0,
134782,0,0.019940937,70y,0,0.188730688,3300.0,6,0,1,0,0.0
65039,0,0.9999999,26y,0,292.0,,5,0,0,0,0.0
122676,0,0.148770246,22y,0,22.0,0.0,1,0,0,0,0.0
134281,0,0.05277585,69y,0,0.139791634,6430.0,9,0,1,0,1.0
32876,0,0.312092198,56y,0,0.139406648,12875.0,19,0,1,0,0.0
106982,0,0.0,47y,0,0.239347793,6500.0,3,0,1,0,3.0
68116,0,0.9999999,36y,0,0.266381766,701.0,0,0,0,0,6.0
106072,0,0.0452359409999999,90y,0,0.007959068,3517.0,1,0,0,0,0.0
14523,0,0.0,67y,0,0.401449819,8000.0,10,0,3,0,0.0
104129,0,0.01165646,46y,2,0.583495903,5125.0,14,0,1,0,2.0
73845,0,0.2556167789999999,53y,0,0.49637877,9250.0,13,0,2,0,2.0
119841,0,0.618718946,59y,0,0.7431284359999999,2000.0,5,0,1,0,1.0
12105,0,0.327458517,33y,0,0.670396497,4110.0,6,0,1,0,3.0
35581,0,0.024211195,56y,0,0.278034149,4333.0,8,0,1,0,0.0
89722,0,0.010308747,35y,0,0.583617747,5859.0,20,0,1,0,1.0
13816,0,0.009622764,76y,0,0.01146361,3750.0,14,0,0,0,1.0
139916,0,0.13102005,39y,0,0.292860865,1918.0,7,0,0,0,2.0
107833,0,0.906264696,48y,0,0.433108046,10800.0,13,0,3,0,2.0
89503,0,0.143818232,64y,0,0.6300547870000001,3832.0,7,0,2,0,1.0
81418,1,0.5039301310000001,30y,0,0.174610556,4300.0,4,0,0,0,2.0
54150,0,0.028211266,43y,1,0.333507443,7657.0,10,0,3,0,4.0
77227,0,0.0,55y,0,0.0,3900.0,1,0,0,0,3.0
15089,0,0.076956922,47y,0,1279.0,,7,0,1,0,3.0
143099,0,0.9999999,25y,0,0.085653105,1400.0,4,1,0,1,0.0
148795,0,0.03196347,75y,0,0.311672082,4000.0,9,0,1,0,0.0
40272,0,0.355901297,46y,0,0.4534062129999999,7500.0,12,0,2,0,0.0
130340,0,0.033540666,62y,0,0.131597803,4186.0,7,0,1,0,1.0
36634,0,0.103744813,33y,1,0.327244761,5200.0,7,0,1,0,2.0
121137,1,0.9999999,62y,1,1465.0,,1,0,0,0,0.0
128628,0,1.24567474,56y,2,0.684078353,7963.0,10,0,1,0,0.0
116700,0,0.092178156,67y,0,1901.0,,7,0,1,0,0.0
82860,0,0.6961143259999999,45y,1,0.402376562,9761.0,9,0,1,0,2.0
80069,0,0.763123688,46y,0,0.409418116,3333.0,6,0,1,0,0.0
3469,0,0.083525611,33y,0,0.128774245,5000.0,6,0,2,0,0.0
124172,0,0.082304889,59y,0,0.392247347,6500.0,13,0,1,0,0.0
132169,1,1.867109635,85y,4,0.475809676,2500.0,10,1,0,2,0.0
53316,0,0.227792692,57y,0,1592.0,,19,0,0,0,0.0
33253,0,0.005802653,42y,0,0.001333037,4500.0,7,0,0,0,0.0
42311,0,0.041305645,80y,0,0.071219812,6500.0,4,0,0,0,0.0
129199,0,0.56876642,45y,1,0.35765163,4632.0,12,0,1,0,1.0
85002,0,0.053529494,53y,0,0.271872396,8400.0,11,0,2,0,4.0
95026,0,0.376910337,72y,0,0.932553957,1111.0,11,0,1,0,0.0
147746,0,0.037999441,62y,0,0.170023075,9533.0,5,0,1,0,0.0
41405,0,0.0,62y,0,0.355728854,5000.0,6,0,1,0,1.0
44704,0,0.024776401,42y,0,2452.0,,2,0,1,0,0.0
97304,0,0.034825871,35y,0,0.030159268,2950.0,2,0,0,0,2.0
90886,0,0.9999999,44y,0,0.144409938,7083.0,3,0,1,0,2.0
63444,1,0.9999999,50y,4,0.416924985,3225.0,6,0,1,0,0.0
75294,0,0.8969831070000001,33y,0,0.531688643,4701.0,8,0,1,0,1.0
125382,0,0.9999999,48y,98,0.0,4000.0,0,98,0,98,1.0
41835,0,0.989672695,31y,0,0.330417396,4000.0,13,0,0,1,0.0
71113,1,0.888111888,63y,1,0.455848359,2162.0,8,0,0,1,1.0
3681,0,0.08221724,61y,0,0.7656050959999999,784.0,13,0,1,0,0.0
83444,0,0.0130698369999999,43y,0,532.0,,5,0,1,0,0.0
110224,0,0.0060061,45y,0,0.34650148,12833.0,6,0,1,0,2.0
54884,0,0.233322062,67y,1,0.377075522,5600.0,16,0,1,0,1.0
61086,0,0.0,31y,0,0.298060708,7115.0,4,0,1,0,3.0
69451,0,0.457103346,41y,0,0.043887546,7860.0,6,0,0,0,2.0
44575,0,0.016609004,66y,0,0.112962638,5700.0,7,0,1,0,1.0
69724,0,0.009947671,54y,0,0.002498751,2000.0,6,0,0,0,0.0
68551,0,0.092752224,36y,0,17.62376238,100.0,6,0,1,0,1.0
14128,0,0.031304554,76y,0,0.025899281,2084.0,5,0,0,0,0.0
129520,0,0.008193443,51y,1,0.381359025,13700.0,15,0,4,0,0.0
850,1,0.71976008,47y,0,64.0,,2,2,0,0,0.0
15712,0,0.0195055469999999,33y,0,1692.0,,9,0,2,0,0.0
122569,0,0.428963854,48y,0,0.471143071,10707.0,10,0,2,0,3.0
46020,0,0.177612423,49y,0,0.314280953,6000.0,8,0,2,0,1.0
3744,0,0.7667819579999999,31y,0,0.456835224,5200.0,14,0,2,0,3.0
48507,0,0.41656305,69y,0,1935.0,,11,0,1,0,0.0
104734,0,0.047674344,34y,0,0.200652174,4599.0,5,0,1,0,0.0
105242,0,0.8131570840000001,47y,0,0.3804191329999999,6250.0,8,0,2,0,2.0
3925,0,0.23784933,73y,3,0.661387089,4166.0,19,0,1,0,1.0
78563,0,0.476602497,45y,0,2489.0,,5,0,1,0,0.0
93131,0,0.063771905,50y,0,0.175401995,19651.0,20,0,1,7,2.0
74183,0,0.0618393459999999,42y,0,2593.0,,10,0,2,0,3.0
106413,0,1.008907471,49y,0,0.154613774,16233.0,7,0,1,0,3.0
142506,0,0.510591527,39y,2,1.102025122,3900.0,11,3,2,3,2.0
138106,0,0.922564763,61y,0,0.663552417,9204.0,19,0,2,0,1.0
115142,0,0.155428297,43y,0,0.148346976,18813.0,8,0,2,0,3.0
68278,0,0.051912349,67y,0,0.1195371309999999,8900.0,6,0,2,0,1.0
103584,0,0.020403335,39y,1,0.4101404429999999,4200.0,19,0,1,0,0.0
57980,0,0.517463584,62y,0,0.453668988,5600.0,9,0,2,0,0.0
38161,0,0.489001048,82y,0,0.581408141,1817.0,4,0,1,0,0.0
82034,0,0.373986589,73y,1,0.2034091989999999,10500.0,11,0,1,0,0.0
63008,0,0.012147379,50y,0,0.319659522,9750.0,12,0,2,0,1.0
10231,0,0.007354215,72y,0,0.001999714,7000.0,10,0,0,0,0.0
92096,0,0.524112907,25y,0,0.141840366,5900.0,5,0,0,0,1.0
37673,0,0.639593909,67y,2,918.0,,7,0,0,2,0.0
81990,0,0.0182701519999999,51y,0,0.204077657,15400.0,15,1,1,0,2.0
112079,0,0.030526899,64y,0,0.296198055,7916.0,12,0,2,0,0.0
102179,0,0.00803772,79y,0,0.006586685,4250.0,8,0,0,0,0.0
147790,0,0.175072206,66y,0,1807.0,,5,0,1,0,1.0
56730,0,0.060865254,36y,0,0.042848239,6417.0,4,0,0,0,1.0
43461,0,0.2156312,70y,0,0.3330684889999999,6292.0,13,0,1,0,0.0
89644,1,0.9999999,40y,1,0.011248804,42848.0,1,0,0,0,0.0
42757,0,0.533223339,53y,0,0.278917401,25641.0,8,0,2,0,3.0
83690,0,0.051973711,63y,0,1207.0,,10,0,1,0,0.0
110371,0,0.0123053,75y,0,4167.0,,12,0,2,0,0.0
69866,0,0.723073449,75y,0,0.331852424,5176.0,9,0,1,0,1.0
142508,0,0.018981019,22y,0,0.0,1600.0,1,0,0,0,0.0
35688,0,0.092715853,72y,0,361.0,,6,0,0,0,0.0
10882,0,0.656124777,76y,0,0.175533885,8100.0,10,0,1,0,1.0
72849,0,0.071276949,74y,0,0.362802641,2725.0,10,0,1,0,0.0
36620,1,0.981555032,42y,1,0.5536022429999999,9271.0,21,0,2,0,1.0
112562,0,0.963115209,35y,0,1.115409413,1550.0,5,0,1,0,0.0
54102,0,0.639987259,68y,1,0.4576175729999999,10652.0,7,0,1,0,0.0
35870,0,0.528235882,32y,0,0.264635603,1673.0,4,0,0,0,0.0
89801,0,0.166853365,43y,0,0.189584833,12500.0,12,0,1,0,2.0
72166,0,0.065941117,68y,0,0.047390522,5000.0,22,0,0,0,0.0
54511,0,0.051341687,75y,0,0.0826483,4500.0,12,0,0,0,1.0
87394,0,0.00795879,53y,0,0.24302929,11368.0,10,0,1,0,1.0
116920,0,0.914640735,53y,0,0.046558126,3500.0,5,0,0,0,0.0
93507,0,0.022901297,43y,0,0.2089820989999999,9440.0,6,0,1,0,1.0
77897,0,0.795272147,71y,0,0.805775501,6440.0,15,0,2,0,0.0
