laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Touch,IPS,Resolucion,Reso_ancho,Reso_alto,fab_CPU,tipo_CPU,CPU_GHz,uni_memo,tipo_memo,memo_aux,fab_GPU,fab_OpSys_code,ppi,TypeName_Code,Resolucion_Code,Company_Code,fab_CPU_Code,fab_GPU_Code,tipo_memo_Code,tipo_CPU_Code
106,HP,Envy 13-ad009n,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce MX150,Windows 10,1.38,1119.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Nvidia,1,165.6321180513006,4,1,2,1,2,2,2
172,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,854.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.16,256,SSD,0,Nvidia,1,127.33567457123111,2,1,3,1,2,2,2
165,Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4.0,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,805.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.16,256,SSD,0,Nvidia,1,127.33567457123111,2,1,3,1,2,2,2
93,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,1TB HDD,Nvidia GeForce MX150,Windows 10,2.2,689.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.18,1024,HDD,0,Nvidia,1,141.21199808219862,2,1,3,1,2,3,2
113,Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows 10,1.5,1262.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.18,1024,HDD,256,Nvidia,1,141.21199808219862,4,1,1,1,2,3,2
686,LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.09,2299.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.18,512,SSD,0,Intel,1,141.21199808219862,4,1,12,1,1,2,2
977,Toshiba,Portege X20W-D-10V,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1790.0,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,176.23257360658386,4,1,11,1,1,2,2
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,2799.0,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,165.6321180513006,4,1,11,1,1,2,2
1204,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.09,1179.0,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,141.21199808219862,1,1,5,1,1,2,2
390,Asus,Zenbook Flip,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1748.9,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,165.6321180513006,4,1,1,1,1,2,2
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.38,1749.0,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,157.3505121487356,1,1,6,1,1,2,2
1013,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.48,2089.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,157.3505121487356,4,1,2,1,1,2,2
624,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.84,1389.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,141.21199808219862,4,1,2,1,1,2,2
1133,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,2226.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,165.6321180513006,4,1,11,1,1,2,2
918,HP,Elitebook 820,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.26,1483.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,176.23257360658386,3,1,2,1,1,2,2
412,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.1,1873.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,157.3505121487356,4,1,1,1,1,2,2
556,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.99,1729.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,141.21199808219862,2,1,6,1,1,2,2
391,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2282.0,0,1,2560x1440,2560,1440,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,209.8006828649808,4,5,6,1,1,2,2
994,Dell,Inspiron 7579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.19,1299.0,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,141.21199808219862,1,1,5,1,1,2,2
801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,1970.0,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,165.6321180513006,1,1,6,1,1,2,2
1098,HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.3,2049.0,0,1,3840x2160,3840,2160,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,331.2642361026012,4,6,2,1,1,2,2
219,Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,1499.0,0,1,2160x1440,2160,1440,Intel,Intel Core i7,0.27,512,SSD,0,Intel,1,199.69207064108247,4,10,13,1,1,2,2
916,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.95,1962.99,0,1,1920x1080,1920,1080,Intel,Intel Core i5,0.25,512,SSD,0,Intel,1,141.21199808219862,2,1,6,1,1,2,3
938,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.37,1825.0,1,1,1920x1080,1920,1080,Intel,Intel Core i5,0.25,512,SSD,0,Intel,1,165.6321180513006,1,1,6,1,1,2,3
722,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,1426.66,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.26,512,SSD,0,Intel,1,141.21199808219862,2,1,5,1,1,2,2
459,HP,ProBook 650,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.31,1534.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.29,512,SSD,0,Intel,1,141.21199808219862,5,1,2,1,1,2,2
825,Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.29,1799.0,1,1,3840x2160,3840,2160,Intel,Intel Core i7,0.25,512,SSD,0,Intel,1,352.4651472131677,4,6,14,1,1,2,2
25,HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.91,659.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.18,256,SSD,0,Intel,1,141.21199808219862,4,1,2,1,1,2,2
777,Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.31,1599.0,1,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,4,1,4,1,1,2,2
357,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1304.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,141.21199808219862,2,1,2,1,1,2,2
754,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1649.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,4,1,4,1,1,2,2
1074,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.04,1070.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,141.21199808219862,2,1,2,1,1,2,2
824,Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1859.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,157.3505121487356,4,1,6,1,1,2,2
903,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.17,1699.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,146.86047800548656,4,1,4,1,1,2,2
1088,HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,1090.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,2,1,2,1,1,2,2
607,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1219.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,141.21199808219862,2,1,2,1,1,2,2
96,Asus,Zenbook UX430UA,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,1049.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,157.3505121487356,4,1,1,1,1,2,2
334,HP,Elitebook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,1335.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,176.23257360658386,4,1,2,1,1,2,2
325,HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1292.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,157.3505121487356,2,1,2,1,1,2,2
936,HP,Envy 13-AB077cl,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.39,1149.0,1,0,3200x1800,3200,1800,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,276.053530085501,4,2,2,1,1,2,2
902,HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,1399.0,1,0,3200x1800,3200,1800,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,276.053530085501,1,2,2,1,1,2,2
940,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1650.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,176.23257360658386,4,1,6,1,1,2,2
883,Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,1388.0,0,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,141.21199808219862,2,1,11,1,1,2,2
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,849.9,0,0,1366x768,1366,768,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,100.45466986113651,2,3,1,1,1,2,2
1072,Dell,Inspiron 7378,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1299.0,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,1,1,5,1,1,2,2
646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,1757.42,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,1,1,6,1,1,2,2
1010,HP,Spectre 13-V111dx,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.11,1349.0,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,4,1,2,1,1,2,2
878,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.37,1950.0,1,1,1920x1080,1920,1080,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,165.6321180513006,1,1,6,1,1,2,2
549,HP,Envy 13-AB020nr,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1145.0,0,1,3200x1800,3200,1800,Intel,Intel Core i7,0.27,256,SSD,0,Intel,1,276.053530085501,4,2,2,1,1,2,2
84,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.63,860.0,0,0,1920x1080,1920,1080,Intel,Intel Core i7,0.16,256,SSD,0,Intel,1,157.3505121487356,2,1,2,1,1,2,2
868,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2559.0,1,0,1920x1080,1920,1080,Intel,Intel Core i5,0.27999999999999997,256,SSD,0,Intel,1,165.6321180513006,1,1,2,1,1,2,3
886,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1690.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.27999999999999997,256,SSD,0,Intel,1,176.23257360658386,4,1,5,1,1,2,3
770,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.18,1859.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.27999999999999997,256,SSD,0,Intel,1,176.23257360658386,4,1,5,1,1,2,3
858,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,2277.0,1,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,1,1,2,1,1,2,3
605,Dell,Latitude 5289,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.34,1670.0,1,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,176.23257360658386,1,1,5,1,1,2,3
891,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,1700.0,1,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,1,1,2,1,1,2,3
512,Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,949.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,2,1,6,1,1,2,3
238,Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,859.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,5,1,1,2,3
1053,HP,ProBook 440,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,1010.51,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,2,1,1,2,3
367,Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,945.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,1,1,1,2,3
713,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,795.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,5,1,1,2,3
952,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1639.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,4,1,5,1,1,2,3
558,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,1116.99,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,5,1,1,2,3
906,Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1475.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,2,1,11,1,1,2,3
930,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,960.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,2,1,2,1,1,2,3
1020,HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,1205.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,2,1,1,2,3
811,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1499.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,4,1,5,1,1,2,3
323,HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,980.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,2,1,1,2,3
1026,HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1590.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,2,1,1,2,3
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,699.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,6,1,1,2,3
66,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.86,690.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,2,1,1,2,3
89,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.96,598.99,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,2,1,1,2,3
460,Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.65,1345.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,6,1,1,2,3
288,Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,579.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,6,1,1,2,3
580,Lenovo,Thinkpad E570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,830.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,6,1,1,2,3
810,Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,1099.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,1,1,1,2,3
343,HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1144.0,0,0,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,2,1,1,2,3
1042,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,1624.0,1,0,3200x1800,3200,1800,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,276.053530085501,4,2,5,1,1,2,3
486,Toshiba,Portege X30-D-10J,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.05,1672.0,0,1,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,2,1,11,1,1,2,3
879,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.56,902.0,0,1,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,157.3505121487356,2,1,3,1,1,2,3
142,HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,699.0,0,1,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,165.6321180513006,2,1,2,1,1,2,3
337,Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,943.0,0,1,1920x1080,1920,1080,Intel,Intel Core i5,0.25,256,SSD,0,Intel,1,141.21199808219862,2,1,11,1,1,2,3
